n,gx,gy,gz,ax,ay,az,mx,my,mz,q0,q1,q3,q4
1056,0.025,-0.05,-0.005,0.086,0.182,9.944,-0.692,-0.067,-90.757,0.99,-0.016,0.019,-0.123
1057,-0.038,0.034,-0.005,-0.005,0.163,9.915,-2.021,0.905,-91.076,0.99,-0.016,0.019,-0.123
1058,0.032,-0.049,0.041,0.014,0.23,9.872,-1.672,-1.484,-90.239,0.99,-0.015,0.018,-0.123
1059,0.008,0.03,0.002,0.029,0.182,10.059,-1.672,-1.484,-90.239,0.99,-0.015,0.019,-0.123
1060,-0.025,0.048,0.011,-0.043,0.029,9.863,-1.396,1.245,-89.742,0.99,-0.015,0.019,-0.123
1061,0,-0.025,0.081,0.005,0.244,10.002,-0.119,-0.24,-91.029,0.991,-0.015,0.019,-0.122
1062,0.033,-0.013,0.069,0.158,0.196,9.844,-3.457,1.255,-90.542,0.991,-0.015,0.018,-0.122
1063,-0.001,0.009,0.079,0.163,0.311,9.872,-1.715,0.91,-90.63,0.991,-0.014,0.018,-0.122
1064,0.011,-0.024,0.044,0.081,0.196,9.891,-2.27,0.449,-90.079,0.991,-0.014,0.018,-0.121
1065,-0.031,0.046,0.027,0.01,0.206,9.844,-0.203,-0.042,-89.289,0.991,-0.014,0.018,-0.121
1066,-0.009,-0.009,0.039,0.125,0.172,9.872,-0.203,-0.042,-89.289,0.991,-0.014,0.018,-0.121
1067,-0.017,0.029,-0.03,-0.057,0.072,9.882,-1.096,0.44,-89.747,0.991,-0.014,0.018,-0.121
1068,0.024,-0.017,0.05,0.096,0.12,9.958,-1.096,0.44,-89.747,0.991,-0.014,0.018,-0.121
1069,0.006,-0.006,0.097,0.062,0.12,9.944,-0.428,1.365,-91.009,0.991,-0.014,0.018,-0.12
1070,0.027,-0.014,0.031,0.024,0.172,10.006,0.294,0.87,-91.283,0.991,-0.013,0.018,-0.12
1071,0.028,-0.046,0.035,0.014,0.177,9.872,0.294,0.87,-91.283,0.991,-0.013,0.017,-0.12
1072,-0.021,0.017,-0.001,0.172,0.163,10.006,-1.433,1.224,-90.759,0.991,-0.013,0.017,-0.12
1073,-0.01,0.029,-0.02,0.038,0.211,9.853,-1.243,0.119,-89.903,0.991,-0.013,0.017,-0.12
1074,0.008,0.03,-0.025,0.077,0.273,9.867,-1.833,0.443,-90.064,0.991,-0.013,0.018,-0.12
1075,0.01,0.016,-0.028,0.053,0.216,9.92,-0.814,-0.213,-90.184,0.991,-0.012,0.018,-0.121
1076,-0.025,0.036,-0.028,0.101,0.225,9.867,-0.08,0.104,-89.861,0.991,-0.012,0.018,-0.121
1077,0.035,-0.036,0.013,0.062,0.259,9.863,-1.107,0.434,-90.037,0.991,-0.012,0.017,-0.121
1078,0.106,0.032,0.069,0.671,0.738,10.246,-1.107,0.434,-90.037,0.991,-0.011,0.017,-0.12
1079,-0.021,0.005,-0.031,0.029,0.302,9.891,-0.664,0.755,-89.725,0.991,-0.011,0.017,-0.12
1080,-0.046,0.028,-0.065,0.062,0.287,9.982,-0.664,0.755,-89.725,0.991,-0.011,0.017,-0.121
1081,0.051,-0.002,0.04,0.201,0.263,9.872,-0.25,0.414,-90.441,0.991,-0.011,0.017,-0.121
1082,0.031,0.002,0.05,0.034,0.273,9.92,-1.149,0.41,-91.199,0.991,-0.01,0.017,-0.12
1083,0.02,-0.007,0.015,0.024,0.374,9.968,-0.855,0.57,-91.04,0.991,-0.01,0.017,-0.12
1084,0.002,-0.058,0.002,-0.101,0.417,9.939,-1.679,0.124,-89.919,0.991,-0.01,0.016,-0.12
1085,0.029,0.012,0.052,0.091,0.23,9.839,-0.823,0.588,-90.169,0.991,-0.01,0.016,-0.12
1086,0.031,-0.035,0.035,0.024,0.23,9.901,-0.387,0.582,-90.153,0.991,-0.009,0.016,-0.12
1087,-0.011,0.026,0.003,0.211,0.216,9.896,-0.056,1.73,-88.67,0.991,-0.009,0.016,-0.12
1088,-0.04,0.035,-0.01,0.048,0.211,9.872,-0.361,0.597,-89.427,0.991,-0.009,0.016,-0.12
1089,0.017,-0.011,0.019,0.053,0.23,9.958,-0.788,-0.198,-89.458,0.991,-0.009,0.016,-0.12
1090,0.009,-0.04,0.022,0.029,0.172,9.858,-0.788,-0.198,-89.458,0.991,-0.009,0.016,-0.12
1091,0.014,-0.012,0.018,0.086,0.22,9.853,0.467,1.206,-90.4,0.991,-0.009,0.016,-0.12
1092,0.001,0.025,0.01,-0.014,0.254,9.887,0.467,1.206,-90.4,0.991,-0.009,0.016,-0.119
1093,-0.032,0.037,0.04,0.077,0.182,9.863,0.156,0.714,-91.146,0.991,-0.009,0.016,-0.119
1094,0.035,-0.016,0.05,0.062,0.153,9.987,-1.301,0.569,-91.346,0.991,-0.009,0.016,-0.119
1095,0.042,0.019,0.001,0.072,0.249,9.978,-0.254,0.735,-90.435,0.991,-0.008,0.016,-0.119
1096,0.03,-0.02,0.028,-0.01,0.172,9.887,0.189,1.539,-89.969,0.991,-0.008,0.015,-0.119
1097,-0.014,0.016,-0.015,0.125,0.192,9.839,-1.1,0.761,-89.741,0.991,-0.008,0.015,-0.119
1098,-0.023,0.04,0.016,0.101,0.211,9.958,0.345,0.093,-90.136,0.991,-0.008,0.015,-0.119
1099,0.033,-0.03,0.061,0.077,0.278,9.93,-0.673,1.556,-89.71,0.991,-0.008,0.015,-0.119
1100,-0.004,-0.014,-0.012,0,0.244,9.997,-1.686,-0.202,-90.215,0.991,-0.008,0.015,-0.119
1101,-0.013,0.003,-0.034,0.067,0.144,9.824,0.159,0.394,-91.152,0.991,-0.008,0.015,-0.119
1102,0.006,0.016,0,0.101,0.321,10.064,0.159,0.394,-91.152,0.991,-0.007,0.015,-0.119
1103,-0.003,-0.007,0.009,0.12,0.148,9.733,-0.107,0.089,-90.587,0.991,-0.007,0.015,-0.119
1104,-0.024,0.019,-0.006,-0.005,0.062,9.954,-0.107,0.089,-90.587,0.991,-0.007,0.015,-0.119
1105,-0.026,0.032,-0.014,0.053,0.273,9.939,-0.096,0.579,-90.143,0.991,-0.007,0.015,-0.119
1106,-0.023,0.008,-0.008,0.019,0.196,10.006,-2.296,0.434,-90.805,0.991,-0.007,0.015,-0.119
1107,-0.051,0.034,0.025,0.192,0.287,9.992,-0.128,0.561,-91.014,0.991,-0.007,0.015,-0.119
1108,0.003,0.008,-0.004,0.187,0.268,9.939,-0.378,-0.219,-90.168,0.991,-0.007,0.015,-0.119
1109,0.064,-0.03,0.046,0.12,0.163,9.896,-1.38,1.254,-89.307,0.991,-0.007,0.015,-0.119
1110,0.029,-0.006,0.033,0.096,0.283,9.978,-0.686,0.42,-90.457,0.991,-0.007,0.015,-0.118
1111,-0.001,0.002,-0.005,0.091,0.331,9.891,-0.261,0.408,-90.732,0.991,-0.007,0.014,-0.118
1112,0.005,-0.005,0.056,0.091,0.24,9.891,-1.686,-0.202,-90.215,0.991,-0.006,0.014,-0.118
1113,0.044,0.01,0.007,0.072,0.211,9.939,0.315,1.365,-90.548,0.991,-0.006,0.014,-0.118
1114,-0.05,0.026,-0.008,-0.053,0.168,9.93,0.315,1.365,-90.548,0.991,-0.006,0.014,-0.118
1115,-0.024,0.045,-0.045,0.144,0.287,9.973,-1.285,0.095,-91.065,0.991,-0.006,0.014,-0.118
1116,0.05,-0.004,0.043,0.177,0.225,9.939,-0.235,0.423,-90.006,0.991,-0.006,0.014,-0.118
1117,0.036,-0.016,0.086,0.091,0.235,9.973,-0.235,0.423,-90.006,0.991,-0.006,0.014,-0.118
1118,0.026,-0.005,0.012,0.139,0.268,9.982,-0.825,1.715,-89.858,0.991,-0.005,0.014,-0.118
1119,0.003,0.046,-0.034,0.101,0.225,9.896,-0.813,0.594,-89.879,0.991,-0.005,0.014,-0.118
1120,-0.032,0.037,0.016,0.029,0.096,9.925,-0.165,0.54,-92.03,0.991,-0.005,0.014,-0.118
1121,0.012,-0.006,0.049,0.048,0.283,9.853,-0.235,0.423,-90.006,0.991,-0.005,0.014,-0.118
1122,-0.001,0.032,-0.021,0.019,0.263,9.901,-1.213,-0.187,-89.183,0.991,-0.005,0.014,-0.118
1123,0.034,-0.012,0.088,0.11,0.283,9.877,-1.361,0.459,-89.031,0.991,-0.005,0.014,-0.117
1124,0.036,-0.012,0.042,0.163,0.22,9.901,-0.137,1.362,-90.999,0.991,-0.005,0.014,-0.117
1125,-0.042,-0.006,-0.013,0.043,0.22,9.867,-0.125,1.691,-90.557,0.991,-0.005,0.014,-0.117
1126,0.034,-0.018,0.038,0.086,0.307,9.944,-0.125,1.691,-90.557,0.991,-0.005,0.014,-0.117
1127,0.029,-0.009,-0.004,0.139,0.225,9.858,0.776,0.568,-90.111,0.991,-0.004,0.013,-0.117
1128,0.031,0.002,0.064,0.01,0.254,10.026,-0.103,-0.231,-90.593,0.991,-0.004,0.013,-0.117
1129,0.012,0.031,0.002,0.067,0.297,9.891,-0.103,-0.231,-90.593,0.991,-0.004,0.013,-0.117
1130,0.044,-0.024,0.07,-0.014,0.153,9.992,-0.695,-1.197,-91.213,0.991,-0.004,0.013,-0.116
1131,0.002,0.065,-0.038,0.053,0.22,9.935,-1.159,0.404,-91.489,0.991,-0.003,0.013,-0.116
1132,0.029,-0.021,0.085,-0.072,0.287,9.958,-1.133,0.419,-90.763,0.991,-0.003,0.013,-0.116
1133,0.038,-0.025,0.04,-0.005,0.182,9.93,-0.865,0.564,-91.331,0.991,-0.003,0.013,-0.116
1134,0.024,0.016,-0.013,0.019,0.302,9.891,-1.366,-0.028,-89.331,0.991,-0.003,0.013,-0.116
1135,-0.004,0.005,0.006,-0.01,0.287,9.906,-1.294,0.896,-91.05,0.991,-0.003,0.013,-0.116
1136,0.021,-0.008,0.015,0.144,0.283,9.925,-0.864,1.371,-91.025,0.991,-0.003,0.013,-0.116
1137,0.028,0.007,0.054,0.11,0.316,9.973,-0.809,1.724,-89.422,0.992,-0.002,0.013,-0.116
1138,0.043,-0.018,0.006,-0.005,0.278,9.925,-0.849,0.089,-91.049,0.992,-0.002,0.013,-0.115
1139,-0.031,0.046,-0.064,0.043,0.235,9.877,-0.849,0.089,-91.049,0.991,-0.002,0.013,-0.116
1140,0.009,-0.02,0.037,0.12,0.22,9.949,-1.079,1.256,-89.006,0.992,-0.002,0.012,-0.116
1141,-0.035,0.009,0.024,-0.034,0.24,9.958,-1.079,1.256,-89.006,0.992,-0.002,0.013,-0.115
1142,-0.029,0.006,-0.024,-0.043,0.263,9.901,-0.809,-0.694,-90.193,0.992,-0.002,0.013,-0.116
1143,-0.007,0.022,0.005,0.259,0.192,9.858,0.291,-0.261,-91.739,0.992,-0.002,0.012,-0.116
1144,-0.012,-0.024,-0.007,-0.024,0.187,9.82,0.872,0.699,-91.41,0.992,-0.002,0.012,-0.116
1145,-0.01,0.028,-0.042,0.115,0.316,9.906,-1.862,1.556,-90.478,0.991,-0.002,0.012,-0.116
1146,-0.011,0.043,0.009,0.168,0.292,9.911,-1.664,0.133,-89.483,0.991,-0.002,0.013,-0.116
1147,0.027,0.016,0.013,-0.067,0.177,9.925,-1.263,0.914,-90.179,0.992,-0.002,0.013,-0.116
1148,-0.008,0.027,-0.012,0.038,0.086,9.915,-1.263,0.914,-90.179,0.991,-0.002,0.013,-0.116
1149,0.013,-0.001,0.048,-0.034,0.268,9.901,-1.404,-0.372,-90.498,0.992,-0.002,0.013,-0.116
1150,0.007,-0.04,0.043,0.297,0.23,9.978,-1.404,-0.372,-90.498,0.992,-0.002,0.012,-0.115
1151,-0.009,0.028,-0.045,0.077,0.23,9.882,-1.702,-0.211,-90.651,0.992,-0.002,0.012,-0.116
1152,-0.015,0.029,0.014,0.11,0.302,9.867,0.802,0.583,-89.385,0.992,-0.002,0.012,-0.115
1153,0.002,0.034,0.011,0.072,0.321,9.93,0.802,0.583,-89.385,0.992,-0.002,0.012,-0.115
1154,0.059,-0.026,0.061,0.115,0.259,9.968,0.314,0.075,-91.007,0.992,-0.001,0.012,-0.115
1155,0.051,-0.026,0.036,0.101,0.225,9.992,0.216,-0.864,-90.014,0.992,-0.001,0.012,-0.115
1156,-0.013,0.027,-0.04,-0.019,0.244,9.906,-0.856,-0.237,-91.346,0.992,-0.001,0.012,-0.115
1157,-0.029,0.032,0.017,0.201,0.244,9.92,-1.895,1.214,-91.501,0.992,-0.001,0.012,-0.115
1158,-0.006,0.042,-0.028,0.029,0.249,9.891,-1.989,0.923,-90.205,0.992,-0.001,0.012,-0.115
1159,0.038,-0.015,0.037,0.086,0.201,9.834,-0.71,1.535,-90.727,0.992,-0.001,0.012,-0.115
1160,0.047,0.025,0.046,0.048,0.235,9.906,-0.732,1.2,-91.459,0.992,0,0.012,-0.115
1161,-0.011,0.013,-0.039,0,0.278,9.867,-0.83,-0.222,-90.62,0.992,0,0.012,-0.115
1162,-0.039,0.015,0.007,0.163,0.216,9.863,-0.287,0.393,-91.458,0.992,-0.001,0.012,-0.115
1163,0.001,0.054,0.031,0.077,0.283,9.863,-0.287,0.393,-91.458,0.992,0,0.012,-0.115
1164,0.026,-0.018,0.071,0.048,0.187,9.915,-1.408,-0.052,-90.492,0.992,0,0.012,-0.114
1165,0.015,-0.02,0.056,0.014,0.12,9.949,-1.278,0.905,-90.614,0.992,0,0.012,-0.114
1166,0.046,0.004,0.012,0.163,0.302,9.911,-0.629,-0.031,-89.014,0.992,0,0.012,-0.114
1167,0.034,-0.045,0.041,0.053,0.278,9.978,-0.438,1.359,-91.3,0.992,0,0.011,-0.114
1168,-0.052,0.052,0.023,0.081,0.331,9.887,0.298,0.549,-91.289,0.992,0,0.012,-0.114
1169,-0.02,0.031,-0.017,0.115,0.153,9.858,-0.387,0.582,-90.153,0.992,0,0.012,-0.114
1170,0.001,0.046,-0.039,0.067,0.168,9.982,-1.226,0.935,-89.162,0.992,0,0.012,-0.114
1171,0.021,-0.039,0.06,0.11,0.163,9.93,-0.286,1.2,-91.152,0.992,0,0.012,-0.114
1172,0.07,-0.011,0.043,0.12,0.139,9.982,-0.286,1.2,-91.152,0.992,0,0.011,-0.114
1173,0.039,-0.023,0.069,-0.029,0.24,9.944,-1.824,-0.358,-90.079,0.992,0.001,0.011,-0.113
1174,-0.005,0.044,0.003,0.038,0.172,9.781,-0.662,-0.372,-90.037,0.992,0.001,0.011,-0.113
1175,0.007,-0.004,0.014,0.067,0.201,9.935,-0.662,-0.372,-90.037,0.992,0.001,0.011,-0.113
1176,0.035,-0.032,0.034,0.067,0.23,9.901,0.331,1.374,-90.112,0.992,0.001,0.011,-0.113
1177,0.015,0.006,-0.017,0.072,0.216,9.935,-1.278,0.905,-90.614,0.992,0.001,0.011,-0.113
1178,0.02,-0.029,-0.001,0.053,0.268,9.863,-1.963,0.938,-89.479,0.992,0.001,0.011,-0.113
1179,-0.031,0.03,0.049,-0.019,0.283,9.882,-1.375,0.773,-89.316,0.992,0.001,0.011,-0.113
1180,-0.028,0.022,0.026,0.014,0.196,9.887,0.876,0.379,-91.416,0.992,0.001,0.011,-0.113
1181,0.031,0.01,0.027,-0.034,0.354,10.016,-1.655,-0.668,-89.498,0.992,0.001,0.011,-0.113
1182,0.031,-0.005,0.025,0.01,0.23,9.896,-0.438,1.359,-91.3,0.992,0.001,0.011,-0.112
1183,0.029,-0.02,0.057,0.057,0.244,9.863,-0.263,1.536,-90.42,0.992,0.002,0.011,-0.112
1184,-0.027,0.034,-0.026,0.029,0.192,9.982,0.903,1.201,-90.384,0.992,0.001,0.011,-0.112
1185,-0.022,0.073,0.026,0.057,0.311,9.968,0.903,1.201,-90.384,0.992,0.001,0.011,-0.112
1186,-0.046,0.015,-0.026,0.263,0.206,9.829,-1.071,-0.352,-89.326,0.992,0.001,0.011,-0.112
1187,-0.052,0.06,0.015,0.153,0.254,9.911,-1.071,-0.352,-89.326,0.992,0.001,0.011,-0.112
1188,-0.009,0.035,0.036,0.163,0.11,9.863,-0.264,0.729,-90.726,0.992,0.001,0.011,-0.112
1189,0.055,-0.01,0.014,0.12,0.244,9.987,-0.674,0.749,-90.016,0.992,0.001,0.011,-0.112
1190,0.031,-0.041,0.046,0.139,0.307,10.136,0.467,1.206,-90.4,0.992,0.001,0.011,-0.112
1191,0.048,-0.021,0.058,-0.024,0.273,9.867,-0.373,-0.699,-90.177,0.992,0.002,0.011,-0.111
1192,0.011,-0.04,0.045,-0.029,0.321,9.939,-1.269,0.104,-90.629,0.992,0.002,0.011,-0.111
1193,-0.002,0.05,0.014,0.101,0.316,9.829,-0.086,0.585,-89.852,0.992,0.002,0.011,-0.111
1194,0.025,-0.063,0.04,0.072,0.201,9.781,-0.41,-0.237,-91.039,0.992,0.002,0.01,-0.111
1195,0.027,-0.036,0.066,0.101,0.259,10.05,-0.219,-0.051,-89.724,0.992,0.002,0.01,-0.111
1196,0.021,-0.044,0.06,0.134,0.244,9.973,0.232,2.37,-88.502,0.992,0.002,0.01,-0.11
1197,-0.019,0.012,-0.008,0,0.263,9.973,0.232,2.37,-88.502,0.992,0.002,0.01,-0.11
1198,0.036,-0.055,0.078,0.043,0.172,9.891,-0.235,0.423,-90.006,0.992,0.002,0.009,-0.11
1199,-0.001,0.02,-0.044,0.062,0.153,9.901,-1.272,1.715,-90.164,0.992,0.002,0.01,-0.11
1200,0.042,-0.018,0.053,0.101,0.11,9.867,-0.235,0.423,-90.006,0.992,0.002,0.009,-0.11
1201,0,-0.006,-0.041,0.077,0.057,9.954,-1.231,-1.003,-89.924,0.992,0.002,0.009,-0.11
1202,0.046,0.02,0.027,0.125,0.158,10.069,0.166,1.204,-90.701,0.992,0.003,0.009,-0.11
1203,0.007,0.029,0,0.043,0.187,9.82,-1.388,-0.363,-90.063,0.992,0.003,0.009,-0.11
1204,0,0.004,-0.035,0.134,0.278,9.939,0.323,-0.726,-91.022,0.992,0.003,0.009,-0.11
1205,-0.022,0.02,-0.023,0.062,0.345,9.92,-0.704,2.022,-90.427,0.992,0.003,0.009,-0.11
1206,0.042,-0.007,0.056,0.101,0.263,9.887,0.714,0.855,-91.702,0.992,0.003,0.009,-0.11
1207,-0.004,-0.014,-0.007,0.048,0.206,9.987,-1.117,-0.055,-90.482,0.992,0.003,0.009,-0.11
1208,0.011,0.048,0.011,0.081,0.201,9.81,-1.158,1.211,-91.184,0.992,0.003,0.009,-0.11
1209,-0.009,0.005,-0.005,0.216,0.168,9.939,-1.158,1.211,-91.184,0.992,0.003,0.009,-0.11
1210,-0.024,0.025,-0.02,0.22,0.259,9.987,0.482,-0.075,-90.424,0.992,0.003,0.009,-0.11
1211,0.018,-0.035,0.048,0.019,0.263,10.002,-0.433,0.879,-91.309,0.992,0.003,0.009,-0.11
1212,0.041,-0.033,0.038,0.163,0.244,10.011,-0.086,0.585,-89.852,0.992,0.003,0.009,-0.11
1213,0.037,0.012,-0.014,0.019,0.201,9.815,-1.07,0.455,-89.021,0.992,0.003,0.009,-0.11
1214,-0.001,0.017,0.026,0.144,0.192,9.939,-1.406,1.239,-90.033,0.992,0.003,0.009,-0.11
1215,0.037,-0.014,0.052,0.091,0.201,10.011,-0.869,0.884,-91.325,0.992,0.003,0.009,-0.109
1216,0.061,0.036,0.03,0.072,0.283,9.954,-0.68,1.23,-90.007,0.992,0.004,0.009,-0.109
1217,0.032,-0.025,0.055,0.038,0.211,9.882,-0.439,0.069,-91.759,0.992,0.004,0.009,-0.109
1218,0.034,-0.044,-0.005,-0.029,0.153,9.949,-1.226,0.935,-89.162,0.992,0.004,0.008,-0.109
1219,0.006,-0.006,0.01,0.062,0.354,9.824,-1.738,2.993,-90.591,0.992,0.004,0.008,-0.109
1220,-0.038,0.047,0.039,-0.043,0.23,9.805,-0.28,0.72,-91.161,0.992,0.004,0.009,-0.109
1221,0.019,-0.038,0.021,0.096,0.283,9.834,-0.28,0.72,-91.161,0.992,0.004,0.008,-0.109
1222,-0.049,0.021,0.013,0.168,0.292,9.982,-2.002,0.593,-90.647,0.992,0.004,0.008,-0.109
1223,-0.015,0.037,-0.013,0.11,0.24,9.935,-1.249,0.599,-89.894,0.992,0.004,0.009,-0.109
1224,0.052,-0.009,0.009,0.105,0.335,9.915,-1.131,1.226,-90.458,0.992,0.004,0.008,-0.109
1225,0.032,0.005,0.03,0.062,0.292,9.939,-0.433,0.879,-91.309,0.992,0.004,0.008,-0.108
1226,-0.033,0.016,0.009,0.11,0.22,9.839,-1.277,2.195,-90.155,0.992,0.004,0.009,-0.108
1227,-0.046,0.074,-0.012,0.053,0.172,10.002,-0.713,0.405,-91.183,0.992,0.004,0.009,-0.108
1228,0.019,-0.019,0.049,0.11,0.192,9.958,-0.286,1.2,-91.152,0.992,0.004,0.009,-0.108
1229,0.041,-0.026,0.018,0.105,0.278,9.853,0.184,-0.398,-90.731,0.992,0.004,0.008,-0.108
1230,0.004,0.078,0.003,0.134,0.225,9.877,-0.246,-0.873,-90.756,0.992,0.004,0.009,-0.108
1231,0.031,-0.034,0.065,0.01,0.23,9.973,-0.671,0.429,-90.022,0.992,0.004,0.009,-0.108
1232,-0.025,0.029,0.018,0.101,0.192,9.839,-1.291,0.575,-91.056,0.992,0.004,0.009,-0.108
1233,-0.052,0.024,-0.003,-0.019,0.398,9.949,-1.291,0.575,-91.056,0.992,0.004,0.009,-0.108
1234,-0.031,0.039,-0.01,0.134,0.177,9.925,-0.715,2.016,-90.718,0.992,0.004,0.009,-0.108
1235,0.03,-0.047,0.04,0.115,0.201,9.877,0.356,0.099,-89.846,0.992,0.004,0.009,-0.108
1236,0.012,-0.052,0.002,0.01,0.105,10.021,-0.713,0.405,-91.183,0.992,0.004,0.008,-0.107
1237,0.042,-0.051,0,0.158,0.23,9.915,-0.832,1.389,-90.154,0.992,0.004,0.008,-0.107
1238,0.017,0.013,0.049,0.153,0.417,10.011,-1.424,0.423,-90.774,0.992,0.004,0.008,-0.107
1239,0.034,-0.016,0.047,0.043,0.177,9.834,-0.163,1.347,-91.725,0.993,0.004,0.008,-0.107
1240,-0.031,0.032,-0.007,0.072,0.263,9.901,-0.364,0.918,-89.421,0.993,0.004,0.008,-0.107
1241,0.049,0,0.051,0.177,0.235,9.906,-2.595,1.238,-90.801,0.993,0.004,0.008,-0.107
1242,0.042,-0.022,0.031,0.206,0.187,9.896,0.34,0.573,-90.127,0.993,0.004,0.008,-0.107
1243,-0.016,-0.01,0.104,0.096,0.302,9.987,0.34,0.573,-90.127,0.993,0.004,0.008,-0.106
1244,0.035,-0.034,-0.001,0.024,0.263,9.978,-1.082,-0.841,-89.771,0.993,0.005,0.007,-0.106
1245,0.003,-0.034,0.071,0,0.201,9.901,-1.082,-0.841,-89.771,0.993,0.005,0.007,-0.106
1246,0.006,-0.019,0.079,-0.019,0.125,9.939,0.456,-0.09,-91.15,0.993,0.005,0.007,-0.105
1247,0.009,-0.057,0.033,0.01,0.225,9.844,0.327,1.695,-90.106,0.993,0.005,0.007,-0.105
1248,-0.011,0.053,-0.011,-0.038,0.206,10.083,-1.242,1.409,-89.444,0.993,0.005,0.007,-0.105
1249,-0.046,-0.002,0.006,0.053,0.192,9.839,-0.128,0.561,-91.014,0.993,0.004,0.007,-0.105
1250,-0.03,0.045,0.01,0.158,0.249,9.82,-0.208,-1.98,-90.051,0.993,0.004,0.007,-0.105
1251,0.043,-0.009,0.052,-0.053,0.354,9.815,0.247,-0.362,-88.989,0.993,0.004,0.007,-0.105
1252,0.02,-0.011,0.033,0,0.139,9.92,-1.986,0.602,-90.211,0.993,0.005,0.007,-0.105
1253,-0.019,0.043,0.011,0.125,0.24,9.982,-0.203,-0.042,-89.289,0.993,0.004,0.007,-0.105
1254,-0.022,0.013,-0.034,0.101,0.292,10.002,-0.368,-0.213,-89.878,0.993,0.004,0.007,-0.105
1255,0.002,0.043,-0.022,0.091,0.283,10.011,-0.368,-0.213,-89.878,0.993,0.004,0.007,-0.105
1256,0.027,-0.044,0.033,0.172,0.201,9.958,0.123,0.373,-92.168,0.993,0.005,0.007,-0.105
1257,-0.001,-0.005,0.064,0.11,0.24,9.853,-1.285,0.095,-91.065,0.993,0.005,0.007,-0.105
1258,-0.023,0.001,-0.032,0.091,0.254,9.997,-1.285,0.095,-91.065,0.993,0.004,0.007,-0.105
1259,-0.032,0.007,0.013,0.019,0.268,9.776,-0.219,-0.051,-89.724,0.993,0.004,0.007,-0.105
1260,-0.012,0.025,0.002,0.091,0.24,9.973,0.819,1.399,-88.644,0.993,0.004,0.007,-0.105
1261,0.01,-0.021,0.061,0.081,0.273,9.973,-1.234,-0.682,-89.918,0.993,0.004,0.007,-0.104
1262,0.039,0.045,0.057,0.053,0.211,9.867,-0.786,0.609,-89.153,0.993,0.005,0.007,-0.104
1263,-0.04,0.034,-0.005,0.029,0.22,9.839,-1.809,-0.832,-89.797,0.993,0.004,0.007,-0.104
1264,-0.023,-0.001,-0.028,0.029,0.302,9.853,-0.131,0.881,-91.008,0.993,0.004,0.007,-0.104
1265,0.01,0.046,-0.064,0.081,0.192,9.915,-0.415,1.695,-90.568,0.993,0.004,0.008,-0.104
1266,-0.036,0.024,-0.023,0.182,0.201,9.776,-0.086,0.585,-89.852,0.993,0.004,0.008,-0.105
1267,-0.075,-0.012,0.002,0.067,0.254,9.882,-0.086,0.585,-89.852,0.993,0.004,0.008,-0.105
1268,-0.01,0.02,0.004,0.024,0.22,9.896,-1.116,1.235,-90.022,0.993,0.004,0.008,-0.105
1269,-0.038,0.057,-0.006,0.148,0.216,10.03,-1.816,1.259,-89.323,0.993,0.004,0.008,-0.105
1270,-0.053,-0.015,-0.017,0.048,0.163,9.973,-0.716,0.725,-91.177,0.993,0.003,0.008,-0.105
1271,0.039,-0.043,0.022,0.139,0.235,9.982,0.282,0.54,-91.724,0.993,0.003,0.008,-0.105
1272,0.025,-0.019,0.03,0.014,0.053,9.824,-1.249,0.599,-89.894,0.993,0.003,0.007,-0.104
1273,-0.004,0.021,-0.013,0.168,0.23,10.026,-0.831,2.196,-89.849,0.993,0.003,0.008,-0.104
1274,-0.016,0.034,0.025,0.048,0.182,9.92,-0.361,0.597,-89.427,0.993,0.003,0.008,-0.104
1275,-0.053,0.032,-0.033,-0.005,0.354,9.915,1.095,-1.032,-89.84,0.993,0.003,0.008,-0.105
1276,-0.002,0.006,0.032,0.024,0.148,9.925,-0.074,0.914,-89.411,0.993,0.003,0.008,-0.104
1277,-0.016,0,-0.014,0.077,0.177,9.958,-0.074,0.914,-89.411,0.993,0.003,0.008,-0.104
1278,0.029,0.031,0.037,0.014,0.34,9.829,-0.122,0.08,-91.023,0.993,0.003,0.008,-0.104
1279,0.02,0.004,0.023,0.11,0.12,9.963,-0.855,0.57,-91.04,0.993,0.003,0.008,-0.104
1280,-0.055,0.03,-0.011,-0.034,0.326,9.824,-0.855,0.57,-91.04,0.993,0.003,0.008,-0.104
1281,-0.03,0.025,0.008,0.057,0.259,9.891,-0.832,1.389,-90.154,0.993,0.003,0.008,-0.104
1282,0.014,-0.034,0.072,0.014,0.172,9.982,-0.25,0.414,-90.441,0.993,0.003,0.008,-0.104
1283,0.027,-0.037,0.039,-0.067,0.153,9.867,-0.419,0.564,-91.024,0.993,0.003,0.008,-0.104
1284,0.024,0.006,0.007,0.077,0.259,9.891,-1.14,-0.391,-91.214,0.993,0.003,0.008,-0.104
1285,0.071,-0.019,0.028,0.067,0.431,9.848,-2.002,0.593,-90.647,0.993,0.004,0.007,-0.103
1286,0.003,0.04,-0.039,0.129,0.354,10.021,-1.254,0.113,-90.194,0.993,0.004,0.008,-0.104
1287,-0.035,0.04,-0.035,0.244,0.268,9.992,-1.243,0.119,-89.903,0.993,0.004,0.008,-0.104
1288,-0.004,0.034,-0.01,0.067,0.225,9.978,-1.406,1.239,-90.033,0.993,0.004,0.008,-0.104
1289,0.029,-0.053,0.043,0,0.364,9.887,-1.406,1.239,-90.033,0.993,0.004,0.008,-0.104
